,0,1,2,3,4,5,6,7,8,9,10,11
0,1.0,0.9338924826430038,0.01273582996756828,0.001406228058718928,0.00040836388431830795,0.2600071420303952,0.1138629959943509,0.02081063350363832,0.22391064190878163,0.9662813089682643,0.9520422286968354,0.9770901283321564
1,0.9338924826430038,1.0,0.5867322251815319,0.22391064190878163,0.1138629959943509,0.9943532193211941,0.9520422286968354,0.686203146314339,0.9905859332202954,0.9999999999977179,0.9999999999999989,0.9999999998076098
2,0.01273582996756828,0.5867322251815319,1.0,0.9999929465856471,0.9995903346535912,0.9967812882588543,0.9999314454924233,0.9999999999977179,0.9982673175263437,0.4850540496856932,0.5357463703960691,0.4354401364527589
3,0.001406228058718928,0.22391064190878163,0.9999929465856471,1.0,0.9999999956052072,0.9114545376644487,0.985007419618351,0.9999314454924233,0.9338924826430038,0.16214992215085533,0.19129282989553387,0.13639250741485864
4,0.00040836388431830795,0.1138629959943509,0.9995903346535912,0.9999999956052072,1.0,0.7767916372138606,0.9338924826430038,0.9982673175263437,0.8169397822299641,0.07761974785219417,0.09435301323687806,0.06340056203680222
5,0.2600071420303952,0.9943532193211941,0.9967812882588543,0.9114545376644487,0.7767916372138606,1.0,0.9999999511372016,0.9991257373315418,0.9999999999999989,0.985007419618351,0.9905859332202954,0.9770901283321564
6,0.1138629959943509,0.9520422286968354,0.9999314454924233,0.985007419618351,0.9338924826430038,0.9999999511372016,1.0,0.9999929465856471,0.9999999956052072,0.9114545376644487,0.9338924826430038,0.8844933292401937
7,0.02081063350363832,0.686203146314339,0.9999999999977179,0.9999314454924233,0.9982673175263437,0.9991257373315418,0.9999929465856471,1.0,0.9995903346535912,0.5867322251815319,0.6371706551407101,0.5357463703960691
8,0.22391064190878163,0.9905859332202954,0.9982673175263437,0.9338924826430038,0.8169397822299641,0.9999999999999989,0.9999999956052072,0.9995903346535912,1.0,0.9770901283321564,0.985007419618351,0.9662813089682643
9,0.9662813089682643,0.9999999999977179,0.4850540496856932,0.16214992215085533,0.07761974785219417,0.985007419618351,0.9114545376644487,0.5867322251815319,0.9770901283321564,1.0,0.9999999999999989,0.9999999999999989
10,0.9520422286968354,0.9999999999999989,0.5357463703960691,0.19129282989553387,0.09435301323687806,0.9905859332202954,0.9338924826430038,0.6371706551407101,0.985007419618351,0.9999999999999989,1.0,0.9999999999977179
11,0.9770901283321564,0.9999999998076098,0.4354401364527589,0.13639250741485864,0.06340056203680222,0.9770901283321564,0.8844933292401937,0.5357463703960691,0.9662813089682643,0.9999999999999989,0.9999999999977179,1.0
