method,cluster,num_traces,replay_fitness,replay_precision,align_fitness,align_precision,simplicity,ER,graph_density,graph_entropy,ER_sum
full_log,0,5647,0.8844738674302125,0.3658954173900275,-999.0,-999.0,0.5724137931034483,26.273173689265285,0.3075268817204301,29.931593065888325,148364.61182328107
trace2vec_based,1,1248,0.923314791187116,0.4837595769936333,-999.0,-999.0,0.6385542168674699,26.61567991315779,0.2569230769230769,23.815724741309417,33216.36853162092
trace2vec_based,2,1922,0.9488462241899048,0.3583874357207969,-999.0,-999.0,0.6216216216216216,23.1158094130375,0.2076719576719576,23.1689482354371,44428.585691858076
trace2vec_based,3,1243,0.8784928372144567,0.4734980698550658,-999.0,-999.0,0.5922330097087379,18.990999469044507,0.25,22.040122155650256,23605.812340022323
trace2vec_based,4,1232,0.9955286339403436,0.2931581766013966,-999.0,-999.0,0.5918367346938775,29.39294540288892,0.2922077922077922,19.50721789575393,36212.10873635914
trace2vec_based,average,5645,0.9378985254148078,0.3972155142508757,-999.0,-999.0,0.6123934291617675,24.35126223203905,0.2463304699106293,22.26421740880538,137462.87529986046
entropic_clustering_++,1,2355,0.8995543351588247,0.3003505874486405,-999.0,-999.0,0.5757575757575757,32.18258686443343,0.3114942528735632,30.602463295661888,75789.99206574073
entropic_clustering_++,2,1125,0.9563910901447344,0.406697880553272,-999.0,-999.0,0.6216216216216216,17.7819951686778,0.1666666666666666,11.979651599178368,20004.744564762525
entropic_clustering_++,3,1212,0.9512016400616996,0.4946351931330471,-999.0,-999.0,0.6576576576576577,17.24991257464801,0.1557971014492753,14.135711599131849,20906.894040473388
entropic_clustering_++,4,953,0.988869038452592,0.5030106381261401,-999.0,-999.0,0.6785714285714285,21.186274216444566,0.1583333333333333,14.914585191311524,20190.519328271672
entropic_clustering_++,average,5645,0.93704854156102,0.3974716990744808,-999.0,-999.0,0.6198393388384531,24.250159432993502,0.223345742983247,20.707172941687706,136892.14999924833
entropic_clustering_++_norm,1,2922,0.8668063814387271,0.4825614768970909,-999.0,-999.0,0.605095541401274,27.67225441646227,0.3114942528735632,31.23647251803149,80858.32740490275
entropic_clustering_++_norm,2,1207,0.9406606076835362,0.4634137958688006,-999.0,-999.0,0.6380952380952382,17.775698579883855,0.1796536796536796,11.107867087848636,21455.268185919813
entropic_clustering_++_norm,3,827,0.9873266896561176,0.5175384512839313,-999.0,-999.0,0.6488549618320612,21.81849069628678,0.1594202898550724,15.162716489363476,18043.891805829167
entropic_clustering_++_norm,4,689,0.997256597584613,0.3643620828240786,-999.0,-999.0,0.6551724137931035,25.121116546172377,0.1357142857142857,10.825298290944623,17308.449300312768
entropic_clustering_++_norm,average,5645,0.9161761856721694,0.4691647230087765,-999.0,-999.0,0.6246743969697144,24.38723413586616,0.2395705794164447,22.086512902016967,137665.9366969645
entropic_clustering_randominit,1,2812,0.8824960028552358,0.3365779718701032,-999.0,-999.0,0.5802469135802469,28.645573275935217,0.3137931034482759,30.88581414941604,80551.35205192983
entropic_clustering_randominit,2,646,0.9892556927897068,0.4757688059010084,-999.0,-999.0,0.6790123456790124,25.6035134948964,0.1304347826086956,12.13623590242796,16539.869717703074
entropic_clustering_randominit,3,1154,0.982204526102642,0.4724932874395278,-999.0,-999.0,0.663716814159292,16.86510776830426,0.1731601731601731,12.868805315894004,19462.334364623115
entropic_clustering_randominit,4,1033,0.9659086121182596,0.4156115047587103,-999.0,-999.0,0.6576576576576577,20.12438550064609,0.1757246376811594,15.26328706655742,20788.49022216741
entropic_clustering_randominit,average,5645,0.9303605946876324,0.3947542681367129,-999.0,-999.0,0.6227787174838759,24.32985763621318,0.2387949454407877,22.198139000074736,137342.0463564234
