method,cluster,num_traces,replay_fitness,replay_precision,align_fitness,align_precision,simplicity,ER,graph_density,graph_entropy,ER_sum
entropic_clustering_split_++,1,1417,0.9931079222026076,0.4126881804448612,-999.0,-999.0,0.6666666666666666,22.080463280353715,0.144927536231884,13.56999891037313,31288.016468261216
entropic_clustering_split_++,2,1218,0.9431210866973986,0.3984961174273451,-999.0,-999.0,0.6363636363636362,21.488335439320235,0.17,15.74195487472626,26172.792565092048
entropic_clustering_split_++,3,2373,0.90340754042541,0.2509684869524798,-999.0,-999.0,0.5602836879432623,29.92520297445222,0.3114942528735632,31.38315356791128,71012.50665837512
entropic_clustering_split_++,4,637,0.9744272635090658,0.5197262819971277,-999.0,-999.0,0.6585365853658536,14.48069194607562,0.1261538461538461,15.46725989665038,9224.20076965017
entropic_clustering_split_++,average,5645,0.9425069388207792,0.3537221052058954,-999.0,-999.0,0.6144904467891914,24.39282842539921,0.2182388274419034,21.74087820447033,137697.51646137855
entropic_clustering_split_++_norm,1,1352,0.9987731999962824,0.3605368308677749,-999.0,-999.0,0.6888888888888889,21.646723125922623,0.1462450592885375,12.484539363132608,29266.36966624739
entropic_clustering_split_++_norm,2,1374,0.972463896897499,0.497261535718884,-999.0,-999.0,0.6585365853658536,16.63156079546209,0.1818181818181818,14.85740640842075,22851.76453296491
entropic_clustering_split_++_norm,3,2269,0.8834884440552307,0.4510198706708344,-999.0,-999.0,0.605263157894737,31.457479266772623,0.3126436781609195,31.23474836338616,71377.02045630709
entropic_clustering_split_++_norm,4,650,0.9479026487925456,0.3752360569054513,-999.0,-999.0,0.64,20.09906869512,0.1576086956521739,14.952080394459456,13064.394651827997
entropic_clustering_split_++_norm,average,5645,0.940173385652544,0.4318778864396182,-999.0,-999.0,0.6422584856215445,24.19123991272761,0.2230957767754338,20.882846752355576,136559.54930734736
entropic_clustering_split_randominit,1,2030,0.9365325761573068,0.5015158733596085,-999.0,-999.0,0.6451612903225807,17.213812553613586,0.1793478260869565,15.013002328192242,34944.03948383558
entropic_clustering_split_randominit,2,1054,0.9804167292179106,0.3964642044460004,-999.0,-999.0,0.6380952380952382,21.767539573276768,0.1684782608695652,15.76777603066668,22942.986710233712
entropic_clustering_split_randominit,3,1995,0.912837732939435,0.2474456696728862,-999.0,-999.0,0.5602836879432623,32.38009096317645,0.3091954022988505,31.60291583576327,64598.28147153702
entropic_clustering_split_randominit,4,566,0.9958957119962476,0.4216955111690358,-999.0,-999.0,0.6666666666666666,25.439172118599192,0.1195652173913043,14.00640036752814,14398.571419127142
entropic_clustering_split_randominit,average,5645,0.9423044486092222,0.3841070442382944,-999.0,-999.0,0.6160016104672031,24.248694257703004,0.2172136252511476,20.91604435127043,136883.87908473346
frequency_based,1,2774,0.9502308141375496,0.2974258873198809,-999.0,-999.0,0.5833333333333333,28.400897142032985,0.2574712643678161,25.27631398839837,78784.0886719995
frequency_based,2,836,0.8863148947268457,0.562076415401462,-999.0,-999.0,0.6390243902439026,25.79201787386951,0.1984126984126984,27.125918841864685,21562.12694255491
frequency_based,3,630,0.9499319228639926,0.5275690128631305,-999.0,-999.0,0.6393442622950819,11.672847314640713,0.1778656126482213,18.805471306468377,7353.893808223649
frequency_based,4,1405,0.9397968140719092,0.3779871532316122,-999.0,-999.0,0.5922330097087379,22.11725345046701,0.24,22.12841489004803,31074.741097906157
frequency_based,average,5645,0.9381348388989468,0.3823553096714189,-999.0,-999.0,0.6000470010269704,24.583675911547253,0.2354922301501713,24.044576262038703,138774.85052068424
random_clustering,1,1491,0.8878680589069383,0.3195863054612985,-999.0,-999.0,0.6176470588235294,26.768161533958644,0.2356321839080459,25.47596124309773,39911.32884713234
random_clustering,2,1118,0.8872993810741789,0.5570493521689845,-999.0,-999.0,0.642384105960265,27.981525706543778,0.2401477832512315,27.471643367509945,31283.345739915945
random_clustering,3,1481,0.8929078734546281,0.3521280938068203,-999.0,-999.0,0.6119402985074627,25.526508858972026,0.2310344827586206,28.75534578284005,37804.75962013757
random_clustering,4,1555,0.9310043656287328,0.4660044777969822,-999.0,-999.0,0.6338028169014084,24.737349301159167,0.2328042328042328,25.216376628389536,38466.5781633025
random_clustering,average,5645,0.9009602007103916,0.4154868072754524,-999.0,-999.0,0.6254994078902925,26.12329714269059,0.234541268176771,26.660068779427228,147466.01237048837
actitrac_freq,1,3011,0.907936702151334,0.3495063314772715,-999.0,-999.0,0.5779816513761468,22.80066261414231,0.2632275132275132,25.17671075034429,68652.7951311825
actitrac_freq,2,989,0.9734095120984,0.3055107123913194,-999.0,-999.0,0.6326530612244898,27.336125357899224,0.2492307692307692,22.49121652957737,27035.427978962332
actitrac_freq,3,1060,0.9238933049772404,0.4280239822229675,-999.0,-999.0,0.6374269005847952,28.226308037207424,0.2344827586206896,25.92537116357284,29919.88651943987
actitrac_freq,4,588,0.9844201537916024,0.4253923375055595,-999.0,-999.0,0.6484848484848486,27.922257832922345,0.1527093596059113,19.51260489227415,16418.287605758338
actitrac_freq,average,5648,0.9303585997429747,0.3644386994055761,-999.0,-999.0,0.6060513872828562,25.14631679096017,0.2438760801493413,24.257293613152108,142026.39723534306
actitrac_dist,1,1628,0.8468408763763882,0.4237705821697936,-999.0,-999.0,0.6065573770491803,19.43016067361204,0.25,23.409899996938325,31632.301576640395
actitrac_dist,2,2619,0.9151462964217862,0.3391171444729806,-999.0,-999.0,0.5942028985507246,28.413683387436105,0.2666666666666666,27.52334260975396,74415.43679169516
actitrac_dist,3,677,0.9805690674108456,0.6289547456948338,-999.0,-999.0,0.6666666666666666,25.338624958765585,0.2123076923076923,25.04435518404092,17154.2490970843
actitrac_dist,4,725,0.9264304369667312,0.3581192763010945,-999.0,-999.0,0.6363636363636362,26.59828951274964,0.1851851851851851,21.59067017306216,19283.759896743486
actitrac_dist,average,5649,0.9047499420264544,0.4006877584175706,-999.0,-999.0,0.6118586954925445,25.22318062704255,0.2448914085593143,25.27937968224942,142485.74736216335
