method,cluster,num_traces,replay_fitness,replay_precision,align_fitness,align_precision,simplicity,ER,graph_density,graph_entropy
full_log,0,4580,0.9888532632376437,0.7805759402032002,0.9784476270770972,0.7805759402032002,0.6822429906542056,3.6178987701828125,0.2791666666666667,12.729223603554367
trace2vec_based,1,2731,0.9961404556693239,0.8368238872766687,0.9929348207366132,0.8368238872766687,0.6888888888888889,1.4638853976827966,0.2032967032967033,6.132341630813334
trace2vec_based,2,457,0.9681170451189659,0.9368255836766726,0.9607101813539279,0.9378070347809,0.7142857142857143,6.170422766590703,0.4027777777777778,6.810604766346792
trace2vec_based,3,1013,0.9849225888920321,0.8347150620036227,0.9761178789627668,0.8347150620036227,0.7073170731707318,3.623525723697927,0.24358974358974358,5.345789883861586
trace2vec_based,4,379,0.8999870179429135,0.8187942850505285,0.8830473133968993,0.8187942850505285,0.6941176470588235,5.482704372045196,0.3333333333333333,10.257566411788186
trace2vec_based,average,4580,0.982906274323206,0.844843825270009,0.9769065265233937,0.8449417560897976,0.6959316398125267,2.7437403363569426,0.2428739049645163,6.367417946373627
entropic_clustering_++,1,854,0.8824313316831731,0.8757073076365043,0.8961079919111822,0.8757073076365043,0.7011494252873564,2.9752442626780136,0.23626373626373626,5.162504788711928
entropic_clustering_++,2,2376,0.9997663900720231,0.4799037668870607,0.9993024601995212,0.4799037668870607,0.7333333333333333,0.05905683842677493,0.16666666666666666,4.467392677694702
entropic_clustering_++,3,648,0.9853796311679681,0.6065766923736076,0.9686358611071866,0.6065766923736076,0.7087378640776699,4.993673357888842,0.2,8.973948277208207
entropic_clustering_++,4,702,0.9897429912483918,0.7120701281186783,0.9845183106656991,0.7124027171712628,0.6907216494845361,5.326392651947638,0.23076923076923078,8.458341038592973
entropic_clustering_++,average,4580,0.9743159128650154,0.6072140431097469,0.9734556250242336,0.6072650207330906,0.7173210356017199,2.1083418397397935,0.19418542156533422,5.8463270708484245
entropic_clustering_++_norm,1,648,0.9851439953523113,0.6059405940594059,0.9678342465352833,0.6059405940594059,0.7087378640776699,5.038613948199179,0.20952380952380953,9.070301836841331
entropic_clustering_++_norm,2,851,0.8824020509727342,0.875285097297035,0.8966857612321276,0.875285097297035,0.6888888888888889,2.885158169716345,0.20476190476190476,5.007063321186382
entropic_clustering_++_norm,3,2374,0.9996996852691231,0.4583011718475897,0.9993350318264337,0.4583011718475897,0.7358490566037735,0.04928550951128411,0.18181818181818182,4.457600572235638
entropic_clustering_++_norm,4,707,0.9896115977982789,0.711958946898706,0.983965650278727,0.7122890059837457,0.6907216494845361,5.379626270264866,0.23626373626373626,8.51438614032283
entropic_clustering_++_norm,average,4580,0.9742881892660209,0.5958251266755098,0.9734325883987812,0.595876076844314,0.7163214949628165,2.104954369763914,0.1984058154363831,5.838554855086994
entropic_clustering_randominit,1,818,0.8815030017421357,0.8741943669119513,0.8959731506801344,0.8741943669119513,0.6907216494845361,2.5888682013606497,0.20952380952380953,5.737988409075832
entropic_clustering_randominit,2,723,0.9588844392257269,0.7350543478260869,0.9510400457107324,0.7350543478260869,0.6923076923076922,5.399790346144242,0.24725274725274726,8.712562336495905
entropic_clustering_randominit,3,2376,0.9991863792557172,0.5790545776596923,0.9988285193002002,0.5790545776596923,0.7049180327868854,0.0684744247358888,0.20909090909090908,4.835063865247622
entropic_clustering_randominit,4,663,0.9819494718007489,0.6328688391259556,0.9636847249907942,0.6328688391259556,0.6956521739130435,5.306146306932146,0.21428571428571427,8.190760042186554
entropic_clustering_randominit,average,4580,0.9693105331661022,0.6641836249939245,0.9678269704872012,0.6641836249939245,0.6990505257691703,2.118430751887289,0.21594446310603516,6.094201471552097
entropic_clustering_split_++,1,3276,0.9865580999704746,0.6919332893832494,0.9745467222701196,0.6919580861002399,0.6986301369863015,2.0873126672924935,0.29545454545454547,7.471768735714248
entropic_clustering_split_++,2,738,0.9023174292051299,0.8794435857805255,0.8961309454219565,0.8794435857805255,0.7215189873417722,2.094121577580126,0.20476190476190476,5.72678331854603
entropic_clustering_split_++,3,283,0.9858768711618335,0.8895773401194955,0.9799546934931044,0.8895773401194955,0.6811594202898551,3.0068876491702228,0.3333333333333333,7.768621269701707
entropic_clustering_split_++,4,283,0.8952300412645193,0.9517876489707475,0.837205106302632,0.9517876489707475,0.702970297029703,5.8653228672364275,0.18571428571428572,7.984659885209409
entropic_clustering_split_++,average,4580,0.9672986581819474,0.750416837169889,0.9537589352009846,0.7504345738609067,0.7015069981281193,2.3786754581762932,0.27640040454450937,7.240624243259102
entropic_clustering_split_++_norm,1,3284,0.9862515308305632,0.7259603963163264,0.9738550296876806,0.7259870030046818,0.6986301369863015,2.143535821862359,0.3181818181818182,7.500068063513087
entropic_clustering_split_++_norm,2,736,0.886033951732503,0.9195473378269742,0.8881251865625306,0.9195473378269742,0.6941176470588235,2.051978527307802,0.25,5.607196924228015
entropic_clustering_split_++_norm,3,282,0.9918086315256427,0.8009925558312655,0.9822099770434299,0.8009925558312655,0.7142857142857143,5.942227411955378,0.22435897435897437,6.719158872116023
entropic_clustering_split_++_norm,4,278,0.9940065927479772,0.6518795652948512,0.9845941004850058,0.6518795652948512,0.6901408450704225,2.5361250101417863,0.15714285714285714,7.563486441186539
entropic_clustering_split_++_norm,average,4580,0.9709595813530263,0.7571928388733306,0.9612446349924552,0.7572119166821863,0.698353642894423,2.3865455716343584,0.2916733702978245,7.151653381964056
entropic_clustering_split_randominit,1,3423,0.9864369673370934,0.7313840415612096,0.974383056170613,0.7314096928036662,0.6986301369863015,2.3678944277953167,0.3106060606060606,7.050289205360168
