,0,1,2,3,4,5,6,7,8,9,10,11
0,1.0,0.09435301323687806,0.04142714446646689,0.0033554414942510435,0.0007660141473898596,0.026350327959577813,0.06340056203680211,0.13639250741485864,0.16214992215085533,0.8529462159949055,0.8844933292401937,0.22391064190878163
1,0.09435301323687806,1.0,0.9999999956052072,0.9982673175263437,0.9770901283321564,0.9999996567273609,0.9999999999977179,0.9999999999977179,0.9999999998076098,0.9770901283321564,0.9662813089682643,0.9999999511372016
2,0.04142714446646689,0.9999999956052072,1.0,0.9999314454924233,0.9967812882588543,0.9999999999977179,0.9999999999977179,0.9999996567273609,0.9999982485275588,0.9114545376644487,0.8844933292401937,0.9999763430938517
3,0.0033554414942510435,0.9982673175263437,0.9999314454924233,1.0,0.9999999511372016,0.9999929465856471,0.9995903346535912,0.9943532193211941,0.9905859332202954,0.4850540496856932,0.4354401364527589,0.9770901283321564
4,0.0007660141473898596,0.9770901283321564,0.9967812882588543,0.9999999511372016,1.0,0.9991257373315418,0.9905859332202954,0.9520422286968354,0.9338924826430038,0.2600071420303952,0.22391064190878163,0.8844933292401937
5,0.026350327959577813,0.9999996567273609,0.9999999999977179,0.9999929465856471,0.9991257373315418,1.0,0.9999999956052072,0.9999929465856471,0.9999763430938517,0.8529462159949055,0.8169397822299641,0.9998237851207183
6,0.06340056203680211,0.9999999999977179,0.9999999999977179,0.9995903346535912,0.9905859332202954,0.9999999956052072,1.0,0.9999999956052072,0.9999999511372016,0.9520422286968354,0.9338924826430038,0.9999982485275588
7,0.13639250741485864,0.9999999999977179,0.9999996567273609,0.9943532193211941,0.9520422286968354,0.9999929465856471,0.9999999956052072,1.0,0.9999999999999989,0.9905859332202954,0.985007419618351,0.9999999998076098
8,0.16214992215085533,0.9999999998076098,0.9999982485275588,0.9905859332202954,0.9338924826430038,0.9999763430938517,0.9999999511372016,0.9999999999999989,1.0,0.9943532193211941,0.9905859332202954,0.9999999999977179
9,0.8529462159949055,0.9770901283321564,0.9114545376644487,0.4850540496856932,0.2600071420303952,0.8529462159949055,0.9520422286968354,0.9905859332202954,0.9943532193211941,1.0,0.9999999999999989,0.9982673175263437
10,0.8844933292401937,0.9662813089682643,0.8844933292401937,0.4354401364527589,0.22391064190878163,0.8169397822299641,0.9338924826430038,0.985007419618351,0.9905859332202954,0.9999999999999989,1.0,0.9967812882588543
11,0.22391064190878163,0.9999999511372016,0.9999763430938517,0.9770901283321564,0.8844933292401937,0.9998237851207183,0.9999982485275588,0.9999999998076098,0.9999999999977179,0.9982673175263437,0.9967812882588543,1.0
