method,cluster,num_traces,replay_fitness,replay_precision,align_fitness,align_precision,simplicity,ER,graph_density,graph_entropy,ER_sum
full_log,0,100000,0.9899408402287786,0.5911527291883611,0.974907653260162,0.5911527291883611,0.6285714285714286,3.450390832066764,0.4157894736842105,18.223095414545305,345039.08320667635
trace2vec_based,1,21544,0.9973386305746872,0.5207071845248431,0.9949469809676488,0.5207071845248431,0.6744186046511628,0.5112943798229761,0.2958333333333333,10.111383104784338,11015.326118906196
trace2vec_based,2,2844,0.9987372139169318,0.5049086046164073,0.9960075180375326,0.507953191422937,0.6444444444444444,7.836757438415078,0.3736263736263736,10.663300820345295,22287.738154852483
trace2vec_based,3,2637,0.9648996697244634,0.6479721377743628,0.9571219933756236,0.6489669836592553,0.6296296296296295,7.486003395049963,0.2352941176470588,7.634630270725385,19740.590952746752
trace2vec_based,4,2601,0.8695849680855099,0.8088476541139586,0.6448564232114224,0.8151190695957172,0.6752136752136753,6.067948653998695,0.3300653594771242,16.495419939061087,15782.734449050606
trace2vec_based,5,70374,0.9844477509074006,0.4360487273429276,0.964906897529108,0.4360650252670928,0.6216216216216216,2.447192425817656,0.2647058823529412,10.199413896777036,172218.7197744917
trace2vec_based,average,100000,0.9841282904689204,0.4715308406862487,0.9637334339928364,0.4718182518388435,0.6352503852116875,2.4104510945004773,0.2754340909286791,10.289767259997236,241045.10945004772
entropic_clustering_++,1,22560,0.9968252678684126,0.5323605416393895,0.9899101039580208,0.5323605416393895,0.6385542168674699,1.0273529378586888,0.3538011695906433,16.413761543112273,23177.08227809202
entropic_clustering_++,2,9727,0.9980113035331096,0.7702735434698359,0.9929892322123286,0.7709018612657901,0.652892561983471,4.376040957889929,0.3157894736842105,18.192869378967508,42565.750397395335
entropic_clustering_++,3,34062,0.9986243828040678,0.6009493870497856,0.9975569023937356,0.6009493870497856,0.6880733944954129,0.1346114677766034,0.1727941176470588,8.809360063272775,4585.135815406666
entropic_clustering_++,4,23077,0.9990207347133248,0.748215725211852,0.9943809081726586,0.7617238033635187,0.6603773584905661,0.4268627942646061,0.2316176470588235,15.98286315698114,9850.712703244315
entropic_clustering_++,5,10574,1.0,0.4010356739289252,0.9997672429497952,0.4010356739289252,0.6065573770491803,4.117680706575387,0.25,15.038319945819197,43540.35579132814
entropic_clustering_++,average,100000,0.998395792146295,0.6147916810524388,0.9948882846120928,0.6179700567195114,0.6584689105305093,1.237190369854665,0.2492769227296182,13.751726515177731,123719.03698546648
entropic_clustering_++_norm,1,23243,0.9889336992818616,0.7280843191500195,0.9693018302348352,0.7503582739158896,0.6551724137931035,0.7386300909146446,0.3888888888888889,22.375765597565767,17167.979203129085
entropic_clustering_++_norm,2,10578,0.9928693538911444,0.5140640813366888,0.9842135163539656,0.5140640813366888,0.6260162601626016,4.115517900191138,0.2263157894736842,12.724215750150863,43533.948348221864
entropic_clustering_++_norm,3,34059,0.998455146619601,0.7373003906147514,0.9975951280928986,0.7373003906147514,0.6862745098039215,0.1326401038426468,0.1691176470588235,8.779615389261805,4517.58929677671
entropic_clustering_++_norm,4,9725,0.9980339729474678,0.7701443338948338,0.9931953694760935,0.7707729322092154,0.652892561983471,4.369884890111566,0.3157894736842105,18.166282723778952,42497.130556334974
entropic_clustering_++_norm,5,22395,0.9957538242472512,0.6329125062521999,0.9793209488264176,0.6329125062521999,0.6888888888888889,0.6902762097950499,0.1666666666666666,8.529622655563461,15458.735718360142
entropic_clustering_++_norm,average,100000,0.9950052911751714,0.6913607691097648,0.985083031009792,0.6965990356020696,0.6700104277516079,1.2317538312282277,0.2399644343825249,13.213895933922789,123175.38312282278
entropic_clustering_randominit,1,23256,0.9858131715992628,0.7118902181085974,0.9630719353986792,0.7277770049384433,0.6470588235294118,0.7565892119781413,0.3888888888888889,22.153337851136204,17595.238713763654
entropic_clustering_randominit,2,22390,0.995770657430937,0.6329110992215421,0.9793766211058114,0.6329110992215421,0.6888888888888889,0.6853314670791971,0.1637426900584795,8.27776571232874,15344.571547903222
entropic_clustering_randominit,3,9842,0.997362215976754,0.7706728248558176,0.99129467551995,0.7712961367888435,0.652892561983471,4.523717447619986,0.3216374269005848,19.076984595870965,44522.427119475906
entropic_clustering_randominit,4,10548,0.9956884444344158,0.4786353324756695,0.9907460332294344,0.4786353324756695,0.6198347107438017,4.070681034715822,0.2426900584795321,12.019240878728429,42937.54355418249
entropic_clustering_randominit,5,33964,0.9985287306214752,0.7066256535173159,0.997864741560264,0.7066684429342325,0.6956521739130435,0.1037112445398696,0.1601307189542483,9.896403425042609,3522.4487095521326
entropic_clustering_randominit,average,100000,0.9945396658695634,0.673600395491503,0.9842363291351502,0.677370905994662,0.6706313778097177,1.2392222964487738,0.238743288613691,13.511932804746008,123922.22964487741
entropic_clustering_split_++,1,25761,0.9832713725613604,0.8152817374996448,0.9593942850515452,0.8154987493367695,0.6666666666666666,1.2331625003618591,0.2483660130718954,14.026442873130131,31767.49917182185
entropic_clustering_split_++,2,26944,0.979874542507085,0.6282134835015344,0.9363243117184962,0.6282134835015344,0.6615384615384615,1.5188987237222775,0.261437908496732,13.15260261719796,40925.20721197305
entropic_clustering_split_++,3,34505,0.9979739196758272,0.6016145957890147,0.9918753289958742,0.6016145957890147,0.6692913385826772,0.4817700687099726,0.4248366013071895,15.890893579587487,16623.476220837605
entropic_clustering_split_++,4,6365,0.9846000740013016,0.6519357161739638,0.96178553958512,0.65691023964339,0.6774193548387096,2.6736797870489606,0.2456140350877192,16.526364069512255,17017.971844566633
entropic_clustering_split_++,5,6425,0.9984835979652692,0.6284918929478414,0.9959509382130426,0.6304255118407397,0.6470588235294118,4.552371903862953,0.1929824561403508,9.877982879069451,29248.989482319474
entropic_clustering_split_++,average,100000,0.9884912018822366,0.668753998125308,0.9668868639663676,0.6692507659773674,0.6656151708021243,1.3558314393151862,0.309045724114207,14.326905500366198,135583.1439315186
entropic_clustering_split_++_norm,1,25758,0.9833032031051748,0.8152329494288829,0.9594971604925252,0.8154501147332689,0.6666666666666666,1.230738911008142,0.2450980392156862,13.886087172545269,31701.37286974772
entropic_clustering_split_++_norm,2,26945,0.9798795648820788,0.6421333663192834,0.9363426778209654,0.6421333663192834,0.6615384615384615,1.5197057699197989,0.261437908496732,13.404391659040098,40948.47197048897
entropic_clustering_split_++_norm,3,34271,0.9980242966279168,0.5392608508424093,0.9965137761278392,0.5392608508424093,0.6666666666666666,0.2068298382803696,0.1797385620915032,6.450106678803481,7088.265387706549
entropic_clustering_split_++_norm,4,6560,0.9078542509053864,0.5663531543917757,0.871949099343385,0.5749656889342823,0.6266666666666667,3.827007731311826,0.3888888888888889,22.7716149461536,25105.17071740558
entropic_clustering_split_++_norm,5,6466,0.9989217550985456,0.5669751215973926,0.9961463333914734,0.5689687819533686,0.6642335766423357,4.601660664919208,0.2581699346405229,12.402974103046038,29754.337859367595
entropic_clustering_split_++_norm,average,100000,0.9834862140547256,0.6416340031514125,0.9625707321893144,0.6423838329351221,0.6625035481938985,1.345976188047164,0.2373793790849672,11.694901972295938,134597.61880471642
entropic_clustering_split_randominit,1,26942,0.9798972138913647,0.6421278716129143,0.9364178615873588,0.6421278716129143,0.6615384615384615,1.5170525056155075,0.2581699346405229,13.209143483897558,40872.428606293004
entropic_clustering_split_randominit,2,25761,0.983272031676015,0.8152234650098971,0.9593202070532458,0.8154404380696136,0.6666666666666666,1.232690051941348,0.2483660130718954,14.012276702493844,31755.328428061064
entropic_clustering_split_randominit,3,34312,0.9983665046596312,0.7145120392412654,0.9972402660421849,0.7145120392412654,0.6538461538461539,0.2198556150108232,0.1601307189542483,4.96460172360321,7543.685862251366
entropic_clustering_split_randominit,4,6351,0.915060920158707,0.5916323991844915,0.8811189372725532,0.6017794601478756,0.6266666666666667,3.5269209091570897,0.4035087719298245,23.138624515644267,22399.474694056677
entropic_clustering_split_randominit,5,6634,0.9971702217886452,0.5350551771337264,0.9922698069383172,0.5350551771337264,0.6538461538461539,4.958063997817904,0.2450980392156862,12.450290924019358,32891.796561523974
entropic_clustering_split_randominit,average,100000,0.9841319220782206,0.7012453130188724,0.9633803015907152,0.7019456472905705,0.6574951384615384,1.354627141521861,0.2303684107327141,11.167450525051866,135462.7141521861
frequency_based,1,61283,0.9939196478074624,0.6396580427222803,0.9839650417054884,0.6396580427222803,0.6608187134502924,2.0436722769665243,0.2684210526315789,12.408668048325346,125242.3681493395
frequency_based,2,2306,0.9646396561711046,0.5031757333088955,0.9376029240032644,0.5091479049744667,0.625,7.509566758892324,0.2865497076023391,13.539764595117877,17317.0609460057
frequency_based,3,32898,0.9986081825549624,0.6644996254787512,0.995780354351078,0.6644996254787512,0.625,1.6098924954167015,0.2333333333333333,8.843286902142733,52962.24331421865
frequency_based,4,3387,0.999545340378634,0.4198577577355232,0.997132298078265,0.4212189027519539,0.6417910447761194,5.511355521447822,0.2894736842105263,15.914142545236125,18666.961151143772
frequency_based,5,126,0.923690194259876,0.6869058570990494,0.890960869439529,0.6978349545026671,0.6818181818181818,11.111700235144124,0.2095588235294117,14.63810340055168,1400.0742296281596
frequency_based,average,100000,0.994888938457476,0.6372980411560448,0.987111722541712,0.6374956320790879,0.6475910857594007,2.155887077903358,0.257934827743378,11.383351554977398,215588.7077903358
random_clustering,1,61513,0.996209580006754,0.3986313403036291,0.9835102397901182,0.3987166974627685,0.6402877697841727,1.933320033238065,0.3052631578947368,13.68954680673563,118924.31520457308
random_clustering,2,3398,0.9644691209587442,0.4982405248437892,0.9417311589899894,0.5009089060468441,0.6240601503759399,6.063355411341094,0.3304093567251462,20.28809141338093,20603.28168773704
random_clustering,3,30120,0.9938837447058938,0.5843185739387626,0.9884782535285966,0.5849504319783414,0.6326530612244898,1.846371131918216,0.3421052631578947,17.80745481521171,55612.69849337666
random_clustering,4,3858,0.9805256480378786,0.5226383141884876,0.891427622911997,0.5239320135451941,0.6799999999999999,6.103902123447063,0.3216374269005848,18.66942428380456,23548.85439225877
random_clustering,5,1111,0.9302232315532196,0.4090339393187318,0.8898180059653158,0.4090339393187318,0.6000000000000001,10.804079098321996,0.3508771929824561,21.83218137231836,12003.331878235738
random_clustering,average,100000,0.9930923031890057,0.4628448170927415,0.978993484285608,0.4632282209980256,0.6385212817779289,2.3069248165618133,0.3183529590643275,15.436667587711376,230692.4816561813
actitrac_freq,1,63002,0.998731351698152,0.5130852858914992,0.9963889129608116,0.5136196778761647,0.6065573770491803,2.2882404340423808,0.3342105263157894,15.119284271040213,144163.72382553807
actitrac_freq,2,22453,1.0,0.9856955436116636,0.999800515940241,0.9856955436116636,0.6901408450704225,0.0657747883829923,0.2,4.657610295226951,1476.841323563327
actitrac_freq,3,10304,0.9242669506559488,0.4735778852273298,0.90956603449247,0.4742276495891556,0.6153846153846154,4.610046061544609,0.3684210526315789,20.83760222610724,47501.91461815565
actitrac_freq,4,3638,1.0,0.8188789797940632,0.9998283782348746,0.8188789797940632,0.7272727272727273,0.3880506813375182,0.2678571428571428,2.0271822270149764,1411.7283787058911
actitrac_freq,5,603,0.993812418584455,0.6078571428571429,0.9871209629017637,0.6103374012921752,0.6811594202898551,3.672229822357112,0.1470588235294117,6.950682391011416,2214.3545828813385
actitrac_freq,average,100000,0.9913598816765232,0.6268258733746498,0.9882779327882196,0.6272444586910346,0.631075406523947,1.9676856272884429,0.3040588286156568,12.833992753642756,196768.5627288443
actitrac_dist,1,62472,0.9921704617101984,0.7146813579700257,0.9506108660376084,0.7149681316696089,0.6855345911949686,2.475374091544816,0.3815789473684211,15.817526234628934,154641.57024698774
actitrac_dist,2,22451,1.0,0.986006869355044,0.9998005759502678,0.986006869355044,0.6888888888888889,0.063593001926591,0.2678571428571428,1.876063995371956,1427.7264862538964
actitrac_dist,3,6507,0.99986452603441,0.8524855683375555,0.9995766686145376,0.8524855683375555,0.6969696969696969,1.135837812901476,0.2666666666666666,4.038501645283963,7390.896648549903
actitrac_dist,4,3638,0.9989148128052088,0.8175185614351316,0.9973737421310775,0.8175185614351316,0.7142857142857143,0.3959522485146713,0.1474358974358974,2.9408055915091413,1440.4742800963743
