method,cluster,num_traces,replay_fitness,replay_precision,align_fitness,align_precision,ER,tade_fitness,graph_density,graph_entropy
full_log,0,65533.0,0.9657079052277042,0.8409022932150064,0.9572409331707626,0.8409022932150064,11.053569281367558,5.772215536701331e-07,0.5333333333333333,3.6675129573786633
entropic_clustering,0,32128.0,1.0,0.7562929293611503,0.8421774637418511,0.8108550004943078,15.77671440492426,7.44742239171323e-07,0.5,3.0648105550851565
entropic_clustering,1,18076.0,0.9963954086268164,0.894576091317346,0.9947313846471544,0.894576091317346,13.399732962169486,5.365915011532477e-07,0.65,3.9742429813792404
entropic_clustering,2,9263.0,0.9932032274732701,0.9613693365036969,0.9836163053761542,0.961463287510587,6.732333640914277,1.518563123964044e-06,0.4666666666666667,3.8439718680646946
entropic_clustering,3,6066.0,0.9999577506443027,0.909183465689269,0.9997026393681622,0.909183465689269,2.2056006881946177,3.316419978605203e-06,0.6,1.9554038060318684
entropic_clustering,weighted_average,,0.998041118487351,0.8375750801591906,0.9188298431490508,0.8643377873379082,12.586462297101608,1.0347513534011945e-06,0.5459193586946017,3.3231019569752593
entropic_clustering_split,0,6075.0,0.9995460964292919,0.9999302601297162,0.9984695969642696,0.9999302601297162,2.231353748004875,2.5800946179329703e-06,0.6,2.527437045122168
entropic_clustering_split,1,9311.0,0.9931512272367379,0.9609380081961881,0.9830562582122544,0.9610317795921023,6.784059080602948,1.4318558181686411e-06,0.4666666666666667,3.892385820831632
entropic_clustering_split,2,18320.0,0.9957213183216995,0.8968238641484171,0.9935842133087308,0.8968238641484171,13.527250750650161,5.273452736406407e-07,0.6,3.9757352174052576
entropic_clustering_split,3,31827.0,1.0,0.9050269768048379,0.8423159153719961,0.9462739075307606,15.682417636235533,1.3009656657037143e-05,0.4666666666666667,3.07179107161353
entropic_clustering_split,weighted_average,,0.997788719641444,0.9194753316126121,0.9190757488308594,0.9395207922153818,12.568711763218575,6.908357501770539e-06,0.516300693289386,3.3906207261378034
frequency_based,0,15949.0,0.995692186034755,0.8185110205012689,0.9931362710729651,0.8185110205012689,21.221955145890025,3.0018611994983855e-07,0.65,3.7414429453844393
frequency_based,1,22356.0,1.0,0.8962303519265544,0.8567690823723566,0.9395864254987296,15.196463128319243,8.09362481122129e-07,0.4666666666666667,3.1015216255091853
frequency_based,2,4475.0,0.996825681917737,0.9490445859872612,0.9958971308678765,0.9490445859872612,7.454073589298339,2.1286647478960852e-06,0.65,3.913987130421475
frequency_based,3,22753.0,0.9209342379433089,0.7043004582093637,0.9123332046553101,0.7043004582093637,6.5967022984460675,1.351122057922697e-06,0.5,3.0456445467123685
frequency_based,weighted_average,,0.9712832667140874,0.8142841142870834,0.9187495927092478,0.8290746531114855,13.148380800927145,9.636310101139334e-07,0.5353775960203256,3.293341275018729
random_clustering,0,16916.0,0.9275087372991464,0.8377671432393068,0.9202573137622476,0.8377671432393068,8.40361257162365,1.3995633647122445e-05,0.5333333333333333,3.2420962138383076
random_clustering,1,20497.0,0.9947500833163562,0.8288394456490996,0.9914193765197731,0.8288394456490996,12.19557020876425,1.759525886962596e-05,0.5,3.6255079101002443
random_clustering,2,13132.0,0.9873454614618646,0.8687913521573013,0.9809722747807214,0.8687913521573013,13.362111509937115,5.96818683564238e-07,0.4666666666666667,4.046451294615691
random_clustering,3,14988.0,0.9369498473668247,0.864548317469304,0.9484719999058279,0.864548317469304,11.077935711449712,5.393347587343311e-07,0.7,3.4940031588048273
random_clustering,weighted_average,,0.9626898687705262,0.8473167614982576,0.9611344197142958,0.8473167614982576,11.194901219573786,9.358966202400659e-06,0.5476665700232454,3.580813528019067
trace2vec_based,0,17541.0,0.9965958651770439,0.8212100346874878,0.9942792426854659,0.8212207036324897,19.056192824463178,4.412604677550359e-07,0.5,4.155666344050725
trace2vec_based,1,14904.0,0.9971882669716682,0.9214942433529363,0.9897662849007678,0.9214942433529363,10.610430934354603,8.635529400555788e-07,0.65,3.583514998691647
trace2vec_based,2,15125.0,0.9946706121566451,0.8905006358027598,0.9908417670688939,0.8905006358027598,15.501089562536956,1.4461079550579907e-05,0.5,3.664474344507424
trace2vec_based,3,17963.0,0.9998452534057785,0.9040265208841667,0.999707063241282,0.9040265208841667,5.652552491784188,1.0182018656734267e-06,0.65,2.4269333475892605
trace2vec_based,weighted_average,,0.9971769230435586,0.8827101755229337,0.9939473030385756,0.8827130312439335,12.640857598810072,3.9312152838889156e-06,0.5752300367753651,3.4383200687426907
