method,cluster,num_traces,replay_fitness,replay_precision,ER,tade_fitness,graph_density,graph_entropy
full_log,0,15214.0,0.9669797292104476,0.6157229638312673,24.44367193092122,3.0503634993874277e-06,0.4411764705882353,23.580491308820598
entropic_clustering,0,6597.0,0.9802379188995022,0.5328866787516535,28.507600208513022,2.335844038873756e-06,0.4019607843137255,24.21801747643722
entropic_clustering,1,831.0,0.9939979934919871,0.476890756302521,16.07610820705959,7.303372081081742e-05,0.238562091503268,15.166105893623754
entropic_clustering,2,1101.0,0.9859023094397574,0.5734469146062746,12.882607186547254,0.0001773070312102834,0.1801470588235294,9.303678120887886
entropic_clustering,3,1097.0,0.9952030700351775,0.4376701143168209,19.195250629694872,4.739400348310014e-05,0.30833333333333335,18.944211771028154
entropic_clustering,4,1485.0,0.9456992044188235,0.5204166173511658,20.6668285216732,9.734656163970732e-06,0.31985294117647056,18.90282841405288
entropic_clustering,5,868.0,0.9134430307243133,0.5816268486916951,14.025882681915753,4.43342654875491e-05,0.2833333333333333,15.731271168973176
entropic_clustering,6,1213.0,0.9591619769981126,0.49622207621550596,18.09278572444894,9.65436952015637e-06,0.2791666666666667,16.02053941591726
entropic_clustering,7,2022.0,0.9688500812253422,0.5040192086856665,18.736790264087364,4.429983410508808e-05,0.2222222222222222,13.221156961484656
entropic_clustering,weighted_average,,0.972102557227595,0.5207015779178266,22.30589394433545,3.1387535818118136e-05,0.3217721454955059,19.145917081026685
entropic_clustering_split,0,3926.0,0.9878204679681042,0.35321071724050146,18.08700178085718,7.88583832456712e-06,0.3235294117647059,17.110744397725096
entropic_clustering_split,1,1846.0,0.9504966124499258,0.5626465868411308,16.52028491071269,1.967461501105668e-05,0.29411764705882354,17.587027684182925
entropic_clustering_split,2,1402.0,0.991442542787286,0.48088933300024983,20.351201654504695,7.4471216338745635e-06,0.32679738562091504,21.137938231936282
entropic_clustering_split,3,962.0,0.9326380772437949,0.5679138903126602,18.045038169803586,0.00013368158532402926,0.3047619047619048,16.317119907116396
entropic_clustering_split,4,946.0,0.9756920389998331,0.5612193056731584,27.178212537989765,1.1013163233000121e-05,0.30833333333333335,17.0942863455671
entropic_clustering_split,5,643.0,0.9264880237559772,0.2756711409395973,28.864511938978644,5.712692890390767e-05,0.23529411764705882,16.302893381135235
entropic_clustering_split,6,5162.0,0.9960936211202541,0.4710643612852664,33.21928094887358,2.104001751436235e-06,0.3758169934640523,24.002227961210775
entropic_clustering_split,7,327.0,0.9682686591117158,0.6518518518518519,31.02819581486653,1.8001822399141062e-05,0.2625,18.682704953546597
entropic_clustering_split,weighted_average,,0.97917679578302,0.46002699341679604,24.536107854807145,1.776128637137723e-05,0.3308302093678276,19.826317532854425
frequency_based,0,2671.0,0.9603881356182911,0.827364149611856,32.92547828726619,3.038278019831802e-06,0.3639705882352941,21.242715658878765
frequency_based,1,1245.0,0.978316140586172,0.6422897490858657,21.045098125413844,3.6693372871147325e-05,0.37142857142857144,19.050018427811708
frequency_based,2,1128.0,0.9326776936276724,0.8050731707317074,15.46989432679509,0.00020718396389063693,0.4230769230769231,17.650996462841615
frequency_based,3,593.0,1.0,0.6188287368062648,6.015398687824579,0.00012645051990439483,0.5277777777777778,9.012504341329157
frequency_based,4,491.0,0.9740439798670688,0.6873343932167462,12.726326545154226,8.353270718263195e-05,0.21666666666666667,12.218390293836773
frequency_based,5,2821.0,0.9799419441284273,0.6226643284755398,24.91080826468651,1.2501776209975169e-05,0.375,18.16434145157132
frequency_based,6,3967.0,0.9784829232335288,0.4251732944180956,30.815094159364246,2.5394498113145763e-06,0.3431372549019608,19.77633637392803
frequency_based,7,2298.0,0.9757046492472206,0.6476995734308348,25.399963102656663,6.667194040723445e-06,0.3541666666666667,17.987184416231795
frequency_based,weighted_average,,0.9724427239790193,0.6279559415759309,25.78525582242589,3.0509033693280756e-05,0.3657260304711085,18.58416054982345
random_clustering,0,1804.0,0.9379643113481193,0.7878489326765189,24.24097714656705,1.30130556900887e-05,0.35661764705882354,19.86523962335109
random_clustering,1,2070.0,0.9560910723951486,0.5373777811994764,25.458614423954785,3.7792605579393984e-06,0.425,21.530926966553213
random_clustering,2,2144.0,0.9473622711157732,0.5519227438073792,22.039961445242394,2.7661472170685476e-06,0.369281045751634,22.080975204685384
random_clustering,3,1965.0,0.9525928043382278,0.6491361195423768,21.89670429357117,6.212342702281424e-06,0.3562091503267974,20.616961515209656
random_clustering,4,1803.0,0.9672669930173063,0.5659952292605354,25.135636062359385,4.1123125817319654e-06,0.3492647058823529,20.60050877136404
random_clustering,5,1591.0,0.9592785903539414,0.4576197229191665,24.14567591076643,2.0296964916610867e-05,0.3137254901960784,21.058365550841664
random_clustering,6,1746.0,0.9393110287606101,0.5478861087144089,23.101133054003036,8.556001654464703e-06,0.3104575163398693,20.22601366362546
random_clustering,7,2091.0,0.9688644054546064,0.712949916741386,26.456106626015988,7.342007550221283e-06,0.3300653594771242,21.46908942563277
random_clustering,weighted_average,,0.9537473945715613,0.6039487392203157,24.063387364743818,7.850294617236179e-06,0.3533498611529972,20.974951628064254
