method,cluster,num_traces,replay_fitness,replay_precision,align_fitness,align_precision,ER,tade_fitness,graph_density,graph_entropy
full_log,0,6660.0,0.9967510181668421,0.9713255291474518,0.9904128532326781,0.9713255291474518,5.065971885004094,4.479030607052624e-08,0.5,3.9160766235912225
entropic_clustering,0,2627.0,0.9992188517120166,0.9312930508326794,0.9977462775602437,0.9312930508326794,7.944115773549679,2.6554101379868273e-08,0.45,1.8191127124769966
entropic_clustering,1,787.0,0.9934640522875817,0.9933929265448892,0.9873927604006072,0.9933929265448892,2.5434031398904646,7.655972248955483e-08,0.4,1.3735421557970786
entropic_clustering,2,997.0,1.0,0.8302201467645096,0.999924716245414,0.8302201467645096,0.08403873283766039,1.0246789395816192e-05,0.3,1.079357059628541
entropic_clustering,3,1166.0,0.9941775836972343,0.691365227537923,0.9810948015770005,0.691365227537923,4.47538571841539,1.1855828706915908e-07,0.36666666666666664,2.1491519100516583
entropic_clustering,4,1083.0,1.0,0.8996216336523482,0.9964371041207764,0.9015185350602948,6.85497158052063,7.402486792893583e-08,0.36666666666666664,3.5888469924319453
entropic_clustering,weighted_average,,0.9979001794577732,0.8763451424335141,0.993720786499144,0.8766536025273288,5.344875524658279,1.586256313549942e-06,0.39349599599599594,2.001282009108567
entropic_clustering_split,0,1711.0,0.9964181048518398,0.8736386931454196,0.9895728094461066,0.8745583038869258,1.7016944238434124,1.0631829622926585e-07,0.43333333333333335,2.5123074290610847
entropic_clustering_split,1,1829.0,0.9942709295878766,0.5418743768693919,0.987023003994895,0.5418743768693919,3.3394999360850326,7.363416401864561e-08,0.36666666666666664,3.1760440095999543
entropic_clustering_split,2,1870.0,1.0,0.8005919925221997,0.9998829273749313,0.8005919925221997,7.604918728453368,2.7208055542282185e-08,0.35,1.4747170754237005
entropic_clustering_split,3,584.0,1.0,0.8369221025965801,0.9998497205115788,0.8369221025965801,13.431216558434544,1.6653075382389738e-06,0.36666666666666664,4.159684561298052
entropic_clustering_split,4,666.0,1.0,0.6585928489042676,0.9998470459792108,0.6585928489042676,7.163590709739534,2.2829407835387612e-06,0.3,1.7250289589617716
entropic_clustering_split,weighted_average,,0.9975064425852439,0.7372937553407042,0.9936960352644129,0.7375300096918628,5.383712379476833,4.2949620403465765e-07,0.37244744744744746,2.468977253181795
frequency_based,0,2628.0,0.9649174966552698,0.9639230358097274,0.9231759952623589,0.9646680942184154,6.195512222419247,6.617173004127497e-08,0.4,2.587008058832502
frequency_based,1,1907.0,0.9920700479101272,0.9948519948519948,0.9815740001035694,0.9948519948519948,1.6636491429282694,7.784284380559356e-08,0.4,2.190764916465028
frequency_based,2,1548.0,0.9977328936521023,0.8028625438833379,0.9932440889839262,0.8028625438833379,7.988552664266339,1.912764494214873e-06,0.36666666666666664,2.386656420324908
frequency_based,3,1.0,1.0,1.0,1.0,1.0,0.0,0.3989422804014327,0.3333333333333333,0.0
frequency_based,4,576.0,0.9987341772151899,0.8444816053511706,0.9971882990230548,0.8444816053511706,7.590795822663081,7.601885184059283e-08,0.45,3.3081664748924995
frequency_based,weighted_average,,0.9832495747783883,0.9250187860216815,0.96259616272243,0.925312782042407,5.434378821954987,6.0400806652676165e-05,0.3965665665665665,2.488963048425174
random_clustering,0,1282.0,0.9984833164812943,0.8828519855595668,0.9938116416736132,0.8844830707948579,7.579691154228673,2.0242380946522644e-06,0.36666666666666664,2.18125950057962
random_clustering,1,1100.0,0.9943753700414446,0.8904949627682873,0.9803550488690077,0.8921892189218922,8.128069778548157,4.058003020812596e-08,0.4,3.9198603777691594
random_clustering,2,1229.0,0.9978287092882991,0.920619554695063,0.9897524640136042,0.9231816413846752,6.232405125782452,2.2010325947804295e-06,0.4,2.5430656232697295
random_clustering,3,2187.0,0.9918931091427714,0.9950755840586349,0.9697320244328936,0.9950755840586349,2.3342798740226085,5.8840371143490384e-08,0.43333333333333335,2.863928714703557
random_clustering,4,862.0,0.9927729174591099,0.8827262693156733,0.9791694261788344,0.8840940525587828,8.17033151947164,5.3997135400372453e-08,0.4,3.6125701226409714
random_clustering,weighted_average,,0.9947808539091474,0.9279192918527114,0.9810376635818459,0.929162920492006,5.775609995492908,8.288302930877214e-07,0.4045295295295296,2.944609052711838
trace2vec_based,0,352.0,1.0,0.5635220125786163,0.9999000038530625,0.5635220125786163,8.884956206804468,1.9253754224201587e-08,0.35,1.9908984163555217
trace2vec_based,1,1091.0,0.9982288345731491,0.8482758620689655,0.996344377732043,0.8482758620689655,7.564687894404803,3.191002639683629e-08,0.45,2.59962782452031
trace2vec_based,2,2832.0,0.9967101772259366,0.8313443740867024,0.9907869853995179,0.8313443740867024,2.2224812534933505,7.1011640782804435e-06,0.4,1.267323693857479
trace2vec_based,3,838.0,0.9978156400174749,0.8386084972911321,0.9939604478425756,0.8386084972911321,10.903667796027218,4.4015816949108665e-08,0.45,3.261755835791874
trace2vec_based,4,1547.0,0.9952153110047847,0.9280817649258382,0.9861486625383481,0.9280817649258382,7.143071025284103,5.1817956780507834e-08,0.4666666666666667,3.716417191032437
trace2vec_based,weighted_average,,0.9969246956279586,0.8433472060703747,0.9915009153682093,0.8433472060703747,5.68502259409449,3.0434137332911236e-06,0.4273248248248248,2.3436486013564495
