method,cluster,num_traces,replay_fitness,replay_precision,ER,tade_fitness,graph_density,graph_entropy
full_log,0,262200.0,0.99940675227727,0.1500177824411657,19.599280524697782,2.313623559957734e-06,0.21076923076923076,34.25864064384922
entropic_clustering,0,189264.0,0.937484259881129,0.5436910089560725,31.280719784934863,2.314826636743968e-06,0.20461538461538462,32.43535464171148
entropic_clustering,1,13501.0,0.9829865238234821,0.8894066605069698,17.412380984131268,1.8338090694281606e-05,0.09740259740259741,9.230400147860655
entropic_clustering,2,15446.0,0.9990235631822054,0.6424611175115207,1.1180998990125284,2.6287294507144875e-05,0.14583333333333334,6.336715075720028
entropic_clustering,3,9132.0,0.9873741435920307,0.8658415137288377,11.095865340268691,1.440889513175359e-05,0.09239130434782608,11.039052145877957
entropic_clustering,4,19178.0,0.9847459845166151,0.8411464486555456,8.025690395703316,0.0002560505618709353,0.08498023715415019,11.268512784437776
entropic_clustering,5,3804.0,0.987050089367939,0.6238720262510254,12.527642569481698,0.00018866215608689496,0.09288537549407115,13.546426443742861
entropic_clustering,6,11875.0,0.9980129570667711,0.34049688892811436,20.201260864154985,0.00013662423462536865,0.12280701754385964,12.374366088383157
entropic_clustering,weighted_average,,0.9521073285761281,0.5922480926896176,25.611968473970617,3.2318584270909e-05,0.1776469792875847,26.22705514962766
entropic_clustering_split,0,35254.0,0.9828462270964791,0.82087829966811,9.464303218139102,0.000208062042833247,0.1007905138339921,12.069017802286417
entropic_clustering_split,1,19508.0,0.9822115910009965,0.8832191860872818,3.156858401084001,0.00032863855746669446,0.09288537549407115,13.774078919230805
entropic_clustering_split,2,16554.0,0.9506604713915519,0.8693563148261134,21.097594402938054,0.0007042267653388892,0.11403508771929824,10.184191137226483
entropic_clustering_split,3,3135.0,0.9937051249859636,0.623125062084037,12.028360900037612,2.455307743756563e-05,0.12916666666666668,9.308301681588153
entropic_clustering_split,4,2703.0,0.9844883938562046,0.6265618419205391,20.790162195207376,4.8453124641329455e-05,0.09,13.094353645126207
entropic_clustering_split,5,177104.0,0.9359061667578623,0.5572003927814739,33.186771788226416,2.384764752489594e-06,0.20307692307692307,31.691933435844533
entropic_clustering_split,6,7942.0,0.9664676436885592,0.6048378951621048,28.26728283458938,7.737344009601708e-06,0.1213768115942029,18.761417933813103
entropic_clustering_split,weighted_average,,0.9487117754759945,0.639563472727742,26.46987653690497,9.952560704441264e-05,0.170979904821677,25.51152520736276
frequency_based,0,62054.0,0.9526757943539093,0.5684119703918986,31.890484868227457,4.260353263048653e-06,0.17384615384615384,30.10163772827868
frequency_based,1,30944.0,0.9902293104061259,0.8687430195958981,5.960068951352544,6.205410676790445e-06,0.15666666666666668,30.514812037108296
frequency_based,2,38317.0,0.9858454225998137,0.8671858012611438,17.078904373203358,2.370993464063929e-06,0.17166666666666666,27.89148366611518
frequency_based,3,40451.0,0.9653409025066246,0.8433338695551147,33.21928094887342,3.982473537302428e-06,0.15846153846153846,29.618955569326683
frequency_based,4,37275.0,0.9927461139817355,0.6316248946818122,33.219280948873404,3.278401789838456e-06,0.15538461538461537,29.426058024874028
frequency_based,5,28086.0,0.9932717000513611,0.5290920449812578,32.9602776322604,8.634647382829079e-06,0.14615384615384616,27.678997213206827
frequency_based,6,25073.0,0.961202118070041,0.9148203495549347,30.52791063022159,5.248742242946191e-06,0.16153846153846155,28.661476252276437
frequency_based,weighted_average,,0.974769277276045,0.7278316737695293,27.043948864817004,4.594406675650414e-06,0.16235894062078274,29.259685527524358
random_clustering,0,47782.0,0.9668503969797394,0.21053628529364876,14.938284168620635,4.122366997327702e-06,0.19230769230769232,31.029439275094294
random_clustering,1,30390.0,0.9562551351770636,0.5928132249273665,32.05730367432996,4.6426188992463835e-06,0.18153846153846154,30.723392625259898
random_clustering,2,43950.0,0.9950299869716139,0.18082318601065805,7.562124728417742,3.0071167301049485e-06,0.20153846153846153,31.044592861038225
random_clustering,3,34311.0,0.9625525717568587,0.5599742507689007,30.799843645279537,2.8266757609306183e-06,0.19666666666666666,30.422199607875196
random_clustering,4,34362.0,0.9691233620987681,0.46290415930172535,28.136883001523746,3.0210947059173557e-06,0.19666666666666666,30.86071345881686
random_clustering,5,34621.0,0.9580471758414271,0.4826313586729064,27.462542474841705,2.4444933353773203e-06,0.19076923076923077,32.51945159467681
random_clustering,6,36784.0,0.9688700909787638,0.41616906651560437,24.30533428571728,4.8021827496916095e-06,0.18769230769230769,30.42790663369387
random_clustering,weighted_average,,0.9692022658782443,0.3934391692066916,22.459187807096654,3.555675556252095e-06,0.192897790881887,31.00728605437683
