method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,1487,5.047055138213625,0.5,3.9160766235912225
entropic_clustering,0,449,3.413484995278264,0.36666666666666664,3.197685733445798
entropic_clustering,1,631,1.47722701283242,0.4,2.4403253271024097
entropic_clustering,2,407,8.869752811955722,0.4666666666666667,3.448227928726457
entropic_clustering,weighted_average,1487,4.085255146229439,0.4081820219681686,2.9448789123809362
entropic_clustering_split,0,660,1.8884785581890613,0.43333333333333335,2.6134861587916056
entropic_clustering_split,1,379,9.120970289184775,0.43333333333333335,3.4550875111560426
entropic_clustering_split,2,448,3.1838459213725967,0.36666666666666664,2.662750431903468
entropic_clustering_split,weighted_average,1487,4.122129496153822,0.4132481506388702,2.842832027587998
frequency_based,0,769,1.7074966446613142,0.43333333333333335,2.2720141921212393
frequency_based,1,527,7.00815673925638,0.43333333333333335,3.3480573905143904
frequency_based,2,191,6.951941771124685,0.36666666666666664,3.07928335562933
frequency_based,weighted_average,1487,4.259707060939797,0.424770230889935,2.7570600399916065
random_clustering,0,485,6.3381767968982405,0.4,3.3013033466704056
random_clustering,1,362,5.760270128128847,0.4,2.664637237157069
random_clustering,2,640,3.329041306787599,0.4666666666666667,3.457208438287438
random_clustering,weighted_average,1487,4.90236716154832,0.4286931181349473,3.2134123762541797
