method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,5647,26.273173689265285,0.30752688172043013,29.931593065888325
entropic_clustering,0,2255,29.645003227703242,0.30919540229885056,31.4278940331576
entropic_clustering,1,555,15.428120864507877,0.115,12.020057358187373
entropic_clustering,2,562,25.293786439909926,0.12337662337662338,11.066628615465804
entropic_clustering,3,909,19.34161016313112,0.13675213675213677,13.370962144431635
entropic_clustering,4,785,17.576626622072098,0.17105263157894737,9.550185464901098
entropic_clustering,5,579,20.82010641549425,0.16205533596837945,13.35381485191393
entropic_clustering,weighted_average,5645,23.57151718134385,0.20953274440113873,19.68882854542959
entropic_clustering_split,0,1294,21.755285210418386,0.14855072463768115,13.869088381227128
entropic_clustering_split,1,1070,19.272874149038426,0.13333333333333333,11.710921334918977
entropic_clustering_split,2,770,15.711017662418827,0.1523076923076923,16.69012537399793
entropic_clustering_split,3,434,19.428155866110004,0.14,17.252222317089487
entropic_clustering_split,4,1813,32.60185287285203,0.3103448275862069,31.12237917606673
entropic_clustering_split,5,264,23.318751452717486,0.13768115942028986,10.454220105525758
entropic_clustering_split,weighted_average,5645,23.838073922002636,0.19697630220115125,19.486436629111466
frequency_based,0,704,26.589553835065864,0.19444444444444445,27.298050641331166
frequency_based,1,2557,27.441873523970184,0.2204433497536946,22.27218797102703
frequency_based,2,378,32.79010939834292,0.20634920634920634,26.24041216613334
frequency_based,3,204,13.516039646733352,0.1738095238095238,17.07978775972259
frequency_based,4,513,10.76845577290367,0.16798418972332016,18.37586909436672
frequency_based,5,1289,20.96798316783581,0.20333333333333334,20.191366641744676
frequency_based,weighted_average,5645,24.196952711430527,0.20589764978936378,22.147822363474592
random_clustering,0,925,26.175692876687968,0.2564102564102564,27.87151935443374
random_clustering,1,912,27.496852971001157,0.21798029556650247,26.082767221424785
random_clustering,2,1031,25.214885600835668,0.20804597701149424,27.219104891225758
random_clustering,3,932,24.175930717287816,0.1933497536945813,24.93908607264607
random_clustering,4,1018,25.454145751453364,0.23412698412698413,25.875677529009355
random_clustering,5,827,27.690414102813964,0.21957671957671956,24.689842234518018
random_clustering,weighted_average,5645,25.975279564476512,0.22154226862879622,26.153180464805743
