method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,4580,3.6178987701828125,0.2791666666666667,12.729223603554367
entropic_clustering,0,248,5.461629396787361,0.3,6.362168211828062
entropic_clustering,1,219,4.907433650538059,0.3333333333333333,5.268172267802292
entropic_clustering,2,2372,0.03443970503456948,0.14444444444444443,0.9469397071686826
entropic_clustering,3,298,3.561986118316655,0.20454545454545456,5.824437597403968
entropic_clustering,4,219,5.566203413845882,0.2032967032967033,7.896055077416341
entropic_clustering,5,333,4.03468017138222,0.17582417582417584,5.644269646730124
entropic_clustering,6,657,1.148738478602482,0.2777777777777778,2.6427669061059857
entropic_clustering,7,234,2.324934402618096,0.23076923076923078,7.658515177626223
entropic_clustering,weighted_average,4580,1.623073750835907,0.19444283760877645,3.02413517375634
entropic_clustering_split,0,3449,2.4904171108170767,0.32575757575757575,7.293423527076312
entropic_clustering_split,1,704,1.7644236538143219,0.22435897435897437,5.600558390149323
entropic_clustering_split,2,239,2.5937310295755704,0.2,10.906608201521072
entropic_clustering_split,3,73,3.330225167822318,0.25,5.64009595991794
entropic_clustering_split,4,64,2.4122428400903706,0.26785714285714285,3.68239718428861
entropic_clustering_split,5,35,2.5395092049855594,0.17857142857142858,1.3529282748680633
entropic_clustering_split,6,8,4.891001288393343,0.18055555555555555,3.1431234143931133
entropic_clustering_split,7,8,3.8998743540921157,0.16666666666666666,4.2453733582707915
entropic_clustering_split,weighted_average,4580,2.403538076395881,0.2999360767810549,7.086976222791491
frequency_based,0,223,4.720678564531741,0.3611111111111111,5.290902202521955
frequency_based,1,2566,0.8147700746079766,0.23636363636363636,0.95411146968428
frequency_based,2,410,5.358801554878892,0.19230769230769232,6.073483127792328
frequency_based,3,481,3.6286644571789886,0.21818181818181817,4.539832636308354
frequency_based,4,654,1.7718973156542988,0.28888888888888886,2.6630526975061457
frequency_based,5,8,8.654220457175327,0.2,7.522540436971742
frequency_based,6,82,4.345931615549608,0.22727272727272727,5.820055463370439
frequency_based,7,156,5.826712973183166,0.25,5.045775082061094
frequency_based,weighted_average,4580,2.091549300682323,0.24432274542536553,2.482120316876448
random_clustering,0,76,8.455144597053312,0.18571428571428572,12.148706138072367
random_clustering,1,110,6.764051022457089,0.2636363636363636,8.764828866118009
random_clustering,2,182,5.836135241172552,0.32222222222222224,8.953044343489253
random_clustering,3,375,5.0869065714093695,0.3181818181818182,6.402739442594325
random_clustering,4,356,4.272345908086123,0.32222222222222224,6.784022123438793
random_clustering,5,117,8.188416096416395,0.2803030303030303,10.39136789206092
random_clustering,6,105,5.262084813792726,0.32222222222222224,8.564997854146572
random_clustering,7,3259,1.562795672190649,0.25,7.123719833789655
random_clustering,weighted_average,4580,2.7251251108504775,0.26575694562594127,7.350293413881137
