method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,150370,2.9348731045816607,0.5,11.42773673423794
entropic_clustering,0,8248,4.844854001770162,0.36538461538461536,9.375782445321043
entropic_clustering,1,47077,0.2260939179266036,0.358974358974359,9.88995705507632
entropic_clustering,2,56556,0.019858138250038217,0.22435897435897437,8.343091549536801
entropic_clustering,3,23530,0.7633713234440618,0.30128205128205127,7.368536943131362
entropic_clustering,4,14959,1.6594732935915317,0.2948717948717949,7.167095723757941
entropic_clustering,weighted_average,150370,0.6285393648146217,0.2932907375482357,8.614531534016196
entropic_clustering_split,0,72292,1.1794845755608627,0.3974358974358974,7.7384103370679815
entropic_clustering_split,1,49902,0.5783765469300544,0.3525641025641026,7.369262087265942
entropic_clustering_split,2,20859,0.33299457058395027,0.36538461538461536,10.183078150060975
entropic_clustering_split,3,3642,2.64499154274074,0.27564102564102566,5.229472481434002
entropic_clustering_split,4,3675,1.2795452829319878,0.1858974358974359,3.8722003244914007
entropic_clustering_split,weighted_average,150370,0.9005171725915869,0.369978753263318,7.799767100273153
frequency_based,0,46651,0.1531879896942834,0.23076923076923078,8.273582757489134
frequency_based,1,516,8.31370413511732,0.3269230769230769,9.666198499272511
frequency_based,2,543,8.1254371708303,0.36538461538461536,9.11751474010972
frequency_based,3,23543,0.9117129964218502,0.34545454545454546,5.46226150785637
frequency_based,4,79117,1.9854490867689951,0.36666666666666664,4.89691126854616
frequency_based,weighted_average,150370,1.2927817456764754,0.32104352310144685,6.064616809617337
random_clustering,0,428,8.303372156540876,0.33974358974358976,14.285712367196929
random_clustering,1,22086,0.5307539883472056,0.34615384615384615,7.932179481042782
random_clustering,2,11047,2.0753264386647343,0.40384615384615385,8.988385083124088
random_clustering,3,106157,1.4274090258927703,0.3974358974358974,6.319828551713087
random_clustering,4,10652,4.4753017445790695,0.3782051282051282,9.570604938091902
random_clustering,weighted_average,150370,1.5787895270500785,0.38884814892495945,7.005647498101378
