method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,1050,24.44367193092122,0.4411764705882353,23.580491308820598
entropic_clustering,0,303,28.507600208513022,0.4019607843137255,24.21801747643722
entropic_clustering,1,82,16.07610820705959,0.238562091503268,15.166105893623754
entropic_clustering,2,90,12.882607186547254,0.1801470588235294,9.303678120887886
entropic_clustering,3,100,19.195250629694872,0.30833333333333335,18.944211771028154
entropic_clustering,4,123,20.6668285216732,0.31985294117647056,18.90282841405288
entropic_clustering,5,93,14.025882681915753,0.2833333333333333,15.731271168973176
entropic_clustering,6,103,18.09278572444894,0.2791666666666667,16.02053941591726
entropic_clustering,7,156,18.736790264087364,0.2222222222222222,13.221156961484656
entropic_clustering,weighted_average,1050,20.636120623158963,0.3023957360722067,17.91819461532804
entropic_clustering_split,0,353,18.08700178085718,0.3235294117647059,17.110744397725096
entropic_clustering_split,1,184,16.52028491071269,0.29411764705882354,17.587027684182925
entropic_clustering_split,2,129,20.351201654504695,0.32679738562091504,21.137938231936282
entropic_clustering_split,3,89,18.045038169803586,0.3047619047619048,16.317119907116396
entropic_clustering_split,4,62,27.178212537989765,0.30833333333333335,17.0942863455671
entropic_clustering_split,5,35,28.864511938978644,0.23529411764705882,16.302893381135235
entropic_clustering_split,6,180,33.21928094887358,0.3758169934640523,24.002227961210775
entropic_clustering_split,7,18,31.02819581486653,0.2625,18.682704953546597
entropic_clustering_split,weighted_average,1050,21.799088241373145,0.321264972655729,18.802152679891833
frequency_based,0,90,32.92547828726619,0.3639705882352941,21.242715658878765
frequency_based,1,109,21.045098125413844,0.37142857142857144,19.050018427811708
frequency_based,2,135,15.46989432679509,0.4230769230769231,17.650996462841615
frequency_based,3,126,6.015398687824579,0.5277777777777778,9.012504341329157
frequency_based,4,58,12.726326545154226,0.21666666666666667,12.218390293836773
frequency_based,5,205,24.91080826468651,0.375,18.16434145157132
frequency_based,6,173,30.815094159364246,0.3431372549019608,19.77633637392803
frequency_based,7,154,25.399963102656663,0.3541666666666667,17.987184416231795
frequency_based,weighted_average,1050,22.08669804911059,0.38114717168918855,17.267091156976722
random_clustering,0,120,24.24097714656705,0.35661764705882354,19.86523962335109
random_clustering,1,137,25.458614423954785,0.425,21.530926966553213
random_clustering,2,169,22.039961445242394,0.369281045751634,22.080975204685384
random_clustering,3,149,21.89670429357117,0.3562091503267974,20.616961515209656
random_clustering,4,115,25.135636062359385,0.3492647058823529,20.60050877136404
random_clustering,5,109,24.14567591076643,0.3137254901960784,21.058365550841664
random_clustering,6,127,23.101133054003036,0.3104575163398693,20.22601366362546
random_clustering,7,124,26.456106626015988,0.3300653594771242,21.46908942563277
random_clustering,weighted_average,1050,23.92475028436872,0.35354333955804546,20.983303811795707
