method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,4580,3.6178987701828125,0.2791666666666667,12.729223603554367
entropic_clustering,0,1037,5.78152509329156,0.32575757575757575,9.38980663538889
entropic_clustering,1,1119,3.57457323522754,0.225,9.649684809674127
entropic_clustering,2,2424,0.2318198962774182,0.22727272727272727,4.377526791291547
entropic_clustering,weighted_average,4580,2.3050917905107915,0.24901630938202993,6.800513477077367
entropic_clustering_split,0,3448,2.480759979541094,0.3181818181818182,6.953750432711036
entropic_clustering_split,1,734,2.116553024139112,0.20476190476190476,6.982227097720227
entropic_clustering_split,2,398,3.958784052811075,0.21428571428571427,10.442530721248783
entropic_clustering_split,weighted_average,4580,2.550831087815417,0.2909763889676553,7.2614876438365314
frequency_based,0,781,3.4160885594123904,0.32222222222222224,4.786929070692943
frequency_based,1,555,5.96013139949407,0.2087912087912088,7.339233541797463
frequency_based,2,3244,2.0886813801320208,0.22083333333333333,8.696148374963578
frequency_based,weighted_average,4580,2.7841747792071097,0.23666332091004583,7.8651029581420575
random_clustering,0,2932,1.7939420029273843,0.25824175824175827,8.315793756710269
random_clustering,1,914,4.922190672974754,0.2619047619047619,11.38872150011252
random_clustering,2,734,5.463512759146793,0.24175824175824176,7.701876966688219
random_clustering,weighted_average,4580,3.006318470064577,0.2563310779467985,8.830649877582205
