method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,100000,3.4503908320667636,0.41578947368421054,18.223095414545302
entropic_clustering,0,22600,0.34732312110479574,0.35947712418300654,25.083152342748367
entropic_clustering,1,5288,0.9012327037404337,0.21691176470588236,10.901465061677664
entropic_clustering,2,2905,3.5496277608505262,0.2134502923976608,11.50871844771349
entropic_clustering,3,33734,0.02448982105962492,0.12083333333333333,5.915921882489148
entropic_clustering,4,3463,6.616060077681945,0.2647058823529412,13.651286046626463
entropic_clustering,5,21145,0.14091152382811956,0.15,4.943509551318837
entropic_clustering,6,4038,1.227240664657615,0.21691176470588236,10.15955868031487
entropic_clustering,7,3407,4.520464285409152,0.2777777777777778,14.881970629511978
entropic_clustering,8,3420,4.371788226752462,0.21052631578947367,8.850878336673796
entropic_clustering,weighted_average,100000,0.8495235492337199,0.20598182249742003,11.313288149061487
entropic_clustering_split,0,27183,1.880230311169758,0.39473684210526316,19.446667344697037
entropic_clustering_split,1,25760,1.234670322394132,0.2647058823529412,14.216327999974402
entropic_clustering_split,2,34322,0.22444030789871122,0.19852941176470587,6.049558303055476
entropic_clustering_split,3,6324,2.519470530011491,0.2309941520467836,14.933185352732512
entropic_clustering_split,4,2465,2.907891156440036,0.14912280701754385,8.576013554180188
entropic_clustering_split,5,2376,2.4919760659136303,0.23076923076923078,7.421145642987733
entropic_clustering_split,6,1074,3.2350278200893494,0.19230769230769232,5.115709613564953
entropic_clustering_split,7,209,5.167877022736988,0.14743589743589744,4.597065794182476
entropic_clustering_split,8,287,2.985570678449541,0.14835164835164835,4.162518272899691
entropic_clustering_split,weighted_average,100000,1.250520317273711,0.2701951349527665,12.43323989037459
frequency_based,0,1291,6.053254906611615,0.238562091503268,10.00476032259891
frequency_based,1,2187,4.502316408579961,0.23976608187134502,14.256823486077362
frequency_based,2,23538,1.4080288068315827,0.20588235294117646,7.844548349714264
frequency_based,3,32581,1.5074807336571434,0.1987179487179487,5.775101584624117
frequency_based,4,1180,9.078497218363191,0.2543859649122807,13.215750838488566
frequency_based,5,37116,0.7402114612958713,0.22875816993464052,8.870194717824198
frequency_based,6,118,10.988996103356907,0.23333333333333334,14.71426309458701
frequency_based,7,473,4.002874129799734,0.17279411764705882,8.976176404224105
frequency_based,8,1516,6.659767033841675,0.2134502923976608,13.181634660280153
frequency_based,weighted_average,100000,1.5139131305050664,0.213764596600381,7.876854880902625
random_clustering,0,730,9.895924670227318,0.27485380116959063,19.157731453398227
random_clustering,1,898,8.62229407117727,0.28362573099415206,18.426731494000897
random_clustering,2,2374,3.8829733447135033,0.2894736842105263,19.667323947383693
random_clustering,3,3196,5.378164813866793,0.29239766081871343,17.32784450845219
random_clustering,4,26951,1.146843493864114,0.2578947368421053,14.224416419019613
random_clustering,5,38305,1.3281642704563739,0.29239766081871343,13.48995780533015
random_clustering,6,1557,7.20592273234608,0.2953216374269006,17.060794767458127
random_clustering,7,23851,0.7283625263589977,0.24853801169590642,16.620243266434265
random_clustering,8,2138,7.792359501077006,0.24561403508771928,15.175238132945312
random_clustering,weighted_average,100000,1.6840941085736836,0.27140684795321635,14.881151863137577
