method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,100000,3.4503908320667636,0.41578947368421054,18.223095414545302
entropic_clustering,0,22907,0.5509831185935051,0.3391812865497076,22.891010227061365
entropic_clustering,1,6852,6.546537351289458,0.25526315789473686,14.362287456749508
entropic_clustering,2,21828,0.41548773851434906,0.1875,7.189780898329845
entropic_clustering,3,7232,2.9349247736311748,0.2134502923976608,13.173526892667564
entropic_clustering,4,7376,2.4613122797364815,0.2908496732026144,17.302184034522938
entropic_clustering,5,33805,0.049814055765857075,0.1875,8.512865840820659
entropic_clustering,weighted_average,100000,1.0761149007834974,0.23638856093051255,12.903825880490416
entropic_clustering_split,0,27213,1.899154661694122,0.39473684210526316,19.29406097386757
entropic_clustering_split,1,25760,1.2356692357535126,0.260233918128655,15.809216991220115
entropic_clustering_split,2,34331,0.23218229498206205,0.20220588235294118,6.309174330609015
entropic_clustering_split,3,6295,2.499357456237424,0.23976608187134502,15.050418165654603
entropic_clustering_split,4,2434,2.790144937388873,0.14327485380116958,7.428177927882531
entropic_clustering_split,5,3967,4.021196084342897,0.19166666666666668,7.458161862430108
entropic_clustering_split,weighted_average,100000,1.2996033852192914,0.27005929708462334,12.913040704573485
frequency_based,0,2985,5.5241825349787925,0.2807017543859649,14.738740636659593
frequency_based,1,24817,2.027163329640292,0.26143790849673204,9.328166452951152
frequency_based,2,2282,7.167082713279106,0.2807017543859649,13.113643776472061
frequency_based,3,37138,0.781645715914579,0.27124183006535946,10.206579946179227
frequency_based,4,135,11.605407519537335,0.22794117647058823,15.71635521545688
frequency_based,5,32643,1.52880941953989,0.23076923076923078,7.6872891075203595
frequency_based,weighted_average,100000,1.6365349446511155,0.2560371185930512,9.375274350933049
random_clustering,0,2456,8.486853376113938,0.32456140350877194,19.46517883615762
random_clustering,1,8857,5.168245136844518,0.32679738562091504,15.66069931391267
random_clustering,2,23810,1.1782637766572819,0.3128654970760234,14.026182109311552
random_clustering,3,34573,0.5695522130372379,0.3157894736842105,12.388870956433369
random_clustering,4,6455,3.0561864837303796,0.29239766081871343,19.14895833929405
random_clustering,5,23849,0.8794753879998877,0.2894736842105263,19.279506265660114
random_clustering,weighted_average,100000,1.5506674053320295,0.30849769005847955,15.322005956542778
