method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,13087,19.599280524697782,0.21076923076923076,34.25864064384922
entropic_clustering,0,9485,21.26388241989472,0.20923076923076922,33.03596835630354
entropic_clustering,1,3602,9.56962569800724,0.17279411764705882,11.731426096086176
entropic_clustering,weighted_average,13087,18.045214068688278,0.19920212867108977,27.172213391735426
entropic_clustering_split,0,9523,21.289958633377793,0.20923076923076922,33.02861112697405
entropic_clustering_split,1,3564,9.337410636072251,0.1068840579710145,14.795713235017635
entropic_clustering_split,weighted_average,13087,18.034905446062368,0.1813585541371828,28.06322195551133
frequency_based,0,1422,33.21928094887449,0.16307692307692306,30.13974694552692
frequency_based,1,11665,17.70522760471296,0.20461538461538462,33.637052052124496
frequency_based,weighted_average,13087,19.390945023173852,0.2001019214605216,33.25704381023699
random_clustering,0,9082,15.073957909410819,0.20461538461538462,33.21675373774525
random_clustering,1,4005,27.883049684045435,0.19846153846153847,32.75248924591056
random_clustering,weighted_average,13087,18.99390996545205,0.20273212994692327,33.07467539360236
