method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,1050,24.44367193092122,0.4411764705882353,23.580491308820598
entropic_clustering,0,667,25.658245217221552,0.43137254901960786,23.74600842663907
entropic_clustering,1,383,19.912325302753562,0.32679738562091504,20.084645772575612
entropic_clustering,weighted_average,1050,23.562352524610848,0.39322751322751326,22.41048281091878
entropic_clustering_split,0,726,25.214556172546256,0.43137254901960786,23.249866852156067
entropic_clustering_split,1,324,19.72568568447209,0.31699346405228757,21.14866024780707
entropic_clustering_split,weighted_average,1050,23.520847564797656,0.396078431372549,22.601494528528377
frequency_based,0,507,29.859978468383144,0.40522875816993464,22.24550423954225
frequency_based,1,543,18.137753412837245,0.40808823529411764,22.578965968922724
frequency_based,weighted_average,1050,23.797913511086552,0.4067075163398693,22.41795159102187
random_clustering,0,549,23.64644622680218,0.4117647058823529,23.868970314466118
random_clustering,1,501,25.04979068265454,0.4084967320261438,22.252974420041156
random_clustering,weighted_average,1050,24.31604201002316,0.41020541549953315,23.097909416269065
