method,cluster,num_traces,replay_fitness,replay_precision,align_fitness,align_precision,ER,tade_fitness,graph_density,graph_entropy
full_log,0,21348.0,0.9882871286828675,0.7959854878649629,0.9784476270770972,0.7959854878649629,3.6205844079158873,2.8170768599534636e-06,0.2791666666666667,12.729223603554367
entropic_clustering,0,3353.0,0.9834174834453768,0.7267861125566872,0.9699271291434293,0.7267861125566872,5.073435701693302,5.6477692679964556e-05,0.20952380952380953,8.871301383295739
entropic_clustering,1,4049.0,0.9588337026210196,0.7352429899478498,0.9509837547423668,0.7352429899478498,5.377286560236402,4.57739631746703e-05,0.24175824175824176,8.72924747595854
entropic_clustering,2,4435.0,0.8807874806460714,0.8752469379691822,0.895475865305146,0.8752469379691822,2.7882513009482968,0.0001381328683038276,0.19523809523809524,4.489561048679623
entropic_clustering,3,9511.0,0.9996398595439611,0.4997808747480059,0.9992653056216075,0.4997808747480059,0.05992304231400118,1.0803056499637632e-05,0.2,4.4682490225804505
entropic_clustering,weighted_average,,0.9646610298244706,0.6580967196609997,0.963937917901686,0.6580967196609997,2.4226946676657763,5.1062189514038326e-05,0.2084267100708922,5.972405671397954
entropic_clustering_split,0,15852.0,0.9858450266256717,0.7308366617893252,0.9728885559193371,0.730862016689297,2.4950016399281245,7.222275840817469e-06,0.32575757575757575,7.245687485751787
entropic_clustering_split,1,3809.0,0.9918778670076492,0.8454030841303923,0.9937090022766304,0.8454030841303923,1.8660598480422919,7.639970949736258e-05,0.23717948717948717,5.69666671204447
entropic_clustering_split,2,841.0,0.9736766956847799,0.8495356037151702,0.9570381208251355,0.8495356037151702,2.3091350964709907,5.2044393157734963e-05,0.18681318681318682,7.943752308465323
entropic_clustering_split,3,846.0,0.9957010582010583,0.7040229885057472,0.9911281199931068,0.7040229885057472,4.981575578535618,5.1857056216607665e-05,0.18681318681318682,7.302642993527179
entropic_clustering_split,weighted_average,,0.986832647264909,0.7548916058243099,0.9767018187761441,0.7549104331558797,2.474001476152659,2.3099794561972915e-05,0.29897318735851625,6.999061888432549
frequency_based,0,438.0,0.977431906614786,0.7609034267912773,0.9566832197186581,0.7739340305711987,4.974402933121694,4.329632191022114e-05,0.2032967032967033,10.013288301035939
frequency_based,1,2561.0,0.9967757000098942,0.7138382869926494,0.9950914326140001,0.7138382869926494,4.146015305530843,0.00011664371191468796,0.21212121212121213,5.008934207064646
frequency_based,2,6053.0,0.9941589559549143,0.9053990054463652,0.989961462035561,0.9081523249811381,4.211465537085796,0.00016817271044658987,0.23076923076923078,6.645646176559664
frequency_based,3,12296.0,0.9952947103065922,0.8244691562437071,0.9907329128928195,0.8244691562437071,1.7737845622269062,1.0578669611593022e-05,0.2803030303030303,3.9105166768933706
frequency_based,weighted_average,,0.9947838514684078,0.8328400074509194,0.990338440874676,0.8338880329146436,2.815214050744527,6.8658097858701e-05,0.2564989036321245,4.94301621444364
random_clustering,0,11034.0,0.9911023108927766,0.8060089719908018,0.9802015674366287,0.8060089719908018,1.3674701460624445,2.72888003728253e-05,0.2125,9.273022982319752
random_clustering,1,3516.0,0.9933675203518664,0.8395211763991006,0.9885435053479974,0.8395211763991006,4.852108097369422,9.737119998786597e-06,0.35454545454545455,7.882577028510618
random_clustering,2,4100.0,0.9871726713532103,0.7961193305845258,0.989004542761789,0.789241287627006,3.772015249194199,0.00010181223276190291,0.22857142857142856,9.191701844507485
random_clustering,3,2698.0,0.872213650362693,0.4316945996275605,0.893293600196692,0.4316945996275605,6.609856286876112,2.792049092866679e-05,0.29545454545454547,9.275892142529756
random_clustering,weighted_average,,0.9756953101543361,0.7623225003914867,0.9722825472434574,0.7610015346745188,3.0657360148815753,3.879051789764067e-05,0.24946533815631622,9.028761990921184
trace2vec_based,0,6851.0,0.9931622201004446,0.93617859090083,0.9946986191849359,0.93617859090083,4.570493021898232,6.939849050483878e-07,0.5238095238095238,3.766159889185454
trace2vec_based,1,512.0,0.9763920573736102,0.7473587505741847,0.9711318863373191,0.7473587505741847,5.465485105950513,1.4766230507246603e-06,0.4027777777777778,6.253976513244474
trace2vec_based,2,13370.0,0.9856975262275496,0.9474646689873113,0.9857976387109587,0.9474646689873113,1.837924927244585,9.561059559043766e-06,0.47619047619047616,1.9511071773886797
trace2vec_based,3,615.0,0.9462001249844953,0.6603773584905661,0.8920865204761763,0.6675943104514532,9.054448542453907,2.6927200270816857e-06,0.2125,15.24940672739091
trace2vec_based,weighted_average,,0.9867320641657877,0.9307729954275632,0.9856027452454126,0.9309809036838844,3.00975820677069,6.323679534735242e-06,0.48211520688157844,3.0198934548727174
