method,cluster,num_traces,ER,graph_density,graph_entropy
full_log,0,150370,2.9348731045816607,0.5,11.42773673423794
entropic_clustering,0,77940,2.217063872923487,0.4807692307692308,12.519678556201013
entropic_clustering,1,72430,1.199974367357304,0.41025641025641024,7.737118578757707
entropic_clustering,weighted_average,150370,1.7271536987653526,0.4468047192992328,10.216022114316205
entropic_clustering_split,0,72430,1.199974367357304,0.41025641025641024,7.737118578757707
entropic_clustering_split,1,77940,2.217063872923487,0.4807692307692308,12.519678556201013
entropic_clustering_split,weighted_average,150370,1.7271536987653526,0.4468047192992328,10.216022114316205
frequency_based,0,69164,2.322457774516694,0.3076923076923077,8.822996855602042
frequency_based,1,81206,1.5748396759279304,0.4935897435897436,9.590154659447379
frequency_based,weighted_average,150370,1.918713175766949,0.40808458793096686,9.237293700844209
random_clustering,0,98457,2.3043182348672673,0.46794871794871795,11.2607558566948
random_clustering,1,51913,1.219125102879389,0.4423076923076923,10.380760218572181
random_clustering,weighted_average,150370,1.9296714897659393,0.4590965362362583,10.9569504861963
