method,cluster,num_traces,replay_fitness,replay_precision,align_fitness,align_precision,ER,tade_fitness,graph_density,graph_entropy
full_log,0,561470.0,0.9288043243276407,0.8127643151921125,0.8783597869698797,0.8127643151921125,2.9377256025815264,1.872845030380583e-07,0.5,11.42773673423794
entropic_clustering,0,126257.0,0.9918973318639464,0.861730353557921,0.9838390809197854,0.861730353557921,1.0096059237343107,2.283120942712064e-07,0.42948717948717946,9.782535733029691
entropic_clustering,1,138661.0,0.983167964216795,0.7433671354007231,0.9692412299563955,0.7433671354007231,2.400449929665312,1.688180601028386e-07,0.4551282051282051,9.682540073271248
entropic_clustering,2,296552.0,0.9936957170277557,0.8336896876753214,0.994610373596751,0.8336356144127995,0.34151046716596,2.473907242059133e-07,0.20512820512820512,3.68921858458804
entropic_clustering,weighted_average,,0.9906913758374024,0.8176890374738705,0.9859230671942165,0.8176604775612349,1.000221231533732,2.2369618174262456e-07,0.31731966865366695,6.53952918738623
entropic_clustering_split,0,369174.0,0.9652819520853784,0.7536214888744429,0.9684411111827848,0.7537031697959802,1.2029343298421842,1.8372511888848093e-07,0.41025641025641024,7.739888253376489
entropic_clustering_split,1,78392.0,0.9934165573000485,0.5817718251946824,0.9480940458553008,0.5601231555644771,1.8930596444008736,2.4310474572125746e-07,0.41025641025641024,10.202714408607397
entropic_clustering_split,2,113904.0,0.9952518520581929,0.804090189234459,0.9908583128273649,0.804090189234459,0.5840030407952052,2.4677285182978825e-07,0.358974358974359,7.278675456515973
entropic_clustering_split,weighted_average,,0.9752900014174742,0.7398664316329581,0.9701479909643796,0.7368975676916549,1.173728057220811,2.0480598995838975e-07,0.39985295010852917,7.990181030456763
frequency_based,0,4919.0,0.9909667223338712,0.8338708764782436,0.9781483178698893,0.8375515345854329,8.354207062555114,2.1943985720995016e-07,0.3782051282051282,9.942839738002736
frequency_based,1,209612.0,0.9853645247075477,0.8561241127481132,0.9770041773837145,0.8561241127481132,2.320841115837005,2.1381325590817283e-07,0.26282051282051283,8.157277075097117
frequency_based,2,346939.0,0.986244463075292,0.6681138053180687,0.9836958909935531,0.6681138053180687,1.4485141518417401,2.3761348988136804e-07,0.42424242424242425,7.609113941472546
frequency_based,weighted_average,,0.9859573295724394,0.7397553455500729,0.9811490906562585,0.7397875915422528,1.834677799062027,2.2856899820291665e-07,0.3635759110606387,7.834203737825771
random_clustering,0,70196.0,0.9916332928860434,0.6654593435016449,0.982431136163153,0.6654593435016449,1.6553984660508017,1.9573749758453506e-07,0.40384615384615385,12.55201819092929
random_clustering,1,474462.0,0.9953812901072019,0.8719608671447168,0.8656756664154257,0.858582277206094,2.279416110680836,1.9317339483246187e-07,0.4358974358974359,8.878367491141752
random_clustering,2,16812.0,0.8474755437410628,0.9334509527170077,0.8344365621786931,0.9334509527170077,5.025601011791884,2.1565007635171475e-07,0.42948717948717946,10.885056544488133
random_clustering,weighted_average,,0.990483992262537,0.8479848583908961,0.8793372603278048,0.8366794769111041,2.283628834379394,1.941669790426355e-07,0.4316983851455862,9.397739925799252
trace2vec_based,0,70852.0,0.9117775890862398,0.620807334836918,0.9382682070826708,0.620807334836918,1.7796182820055007,1.882164767790061e-07,0.4935897435897436,11.801838892580419
trace2vec_based,1,102769.0,0.9616761616761617,0.9797089443296678,0.9437706876950539,0.9797089443296678,3.242711974410114,6.570028278440656e-07,0.25,2.9008732900498324
trace2vec_based,2,387849.0,1.0,0.9006165533280371,0.9999287466730329,0.9006165533280371,1.2727554445125864,9.146501649389539e-07,0.2857142857142857,1.5491042587946815
trace2vec_based,weighted_average,,0.9818525712882893,0.8797841013400659,0.9818688679365657,0.8797841013400659,1.697288738157994,7.758227318447313e-07,0.3054091412057999,3.090320540779556
