method,cluster,num_traces,replay_fitness,replay_precision,align_fitness,align_precision,simplicity,ER,graph_density,graph_entropy
entropic_clustering_split_++,2,113841,0.9958969547044272,0.8173987598671596,0.9901582049077804,0.8173987598671596,0.8285714285714286,0.57833641411506,0.358974358974359,7.427996339005902
entropic_clustering_split_++,3,43514,0.9959380702890446,0.7533783783783784,0.9947591000886804,0.7533962131343703,0.7777777777777779,0.1733913149172077,0.25,5.822255063993338
entropic_clustering_split_++,4,34619,0.9941686980833032,0.7616187250668687,0.9918565187299452,0.7616187250668687,0.6842105263157894,3.22173390039453,0.3012820512820512,8.600895211238765
entropic_clustering_split_++,average,561470,0.975412047708112,0.7126639368944688,0.9761811821777776,0.7126729146970197,0.7162627537860125,1.1315784559121498,0.4102492290155923,8.04816863483759
entropic_clustering_split_++_norm,1,368933,0.9659073975701076,0.6922164638189776,0.968531079950752,0.692239562550676,0.6727272727272727,1.1928076307836604,0.358974358974359,7.60344265442784
entropic_clustering_split_++_norm,2,114259,0.9961089894797396,0.743625982825742,0.9904885691578728,0.743625982825742,0.6842105263157894,0.6074996858170196,0.4166666666666667,7.80674238464184
entropic_clustering_split_++_norm,3,34254,0.9949399835514208,0.7624117067420594,0.9929907993001418,0.7624117067420594,0.6842105263157894,3.117982222113821,0.3012820512820512,8.556786773948373
entropic_clustering_split_++_norm,4,44024,0.995145575093687,0.5047975627811627,0.9930995576020412,0.5047975627811627,0.6666666666666666,0.244343967070821,0.2884615384615384,8.057424813965616
entropic_clustering_split_++_norm,average,561470,0.9761171459404652,0.6922655107564674,0.9764180314281784,0.6922806885654004,0.6752894760844944,1.116780533407462,0.3616662510908864,7.73857148399321
entropic_clustering_split_randominit,1,368933,0.9659073975701076,0.6922164638189776,0.968531079950752,0.692239562550676,0.6727272727272727,1.1928076307836604,0.358974358974359,7.60344265442784
